"Timepoint","Study","Panel","VarSet","dv","group","n1","mean1","sd1","n2","mean2","sd2","t","df","p","cohens_d","hedges_g","levene_p","shapiro_p","bf10","q"
"Mid","Winners","LowPD_SightedVsBlind","Emotions","Valence","Sighted vs Blind",53,-0.0921012656583998,0.156068557755181,41,-0.0194591464200312,0.13787354023074,-2.39077201679635,90.3293173494671,0.0188886044777965,-0.489396662479802,-0.485396144802855,0.124794189214676,0.00181044006459193,2.41574591092663,0.0547702729705661
"Mid","Winners","LowPD_SightedVsBlind","Emotions","Arousal","Sighted vs Blind",53,0.415996731006125,0.123273251597448,41,0.380915451612999,0.117817255969628,1.4029355877415,87.9289209387654,0.164157296394873,0.290092564083584,0.287721235221865,0.314136136804887,0.248715306312161,0.51285405956635,0.24623594459231
"Mid","Losers","Blind_HighVsLowPD","Emotions","Neutral","High vs Low",44,0.538965420946873,0.170085344887905,32,0.596980461481456,0.158376658220664,-1.52812673699006,69.5419885172256,0.13101705725852,-0.351007804545364,-0.347438233651682,0.831404054809796,0.0602341617352714,0.638112841532682,0.294788378831671
"Mid","Losers","Blind_HighVsLowPD","Emotions","Happy","High vs Low",44,0.0280461407390487,0.0543943924550452,32,0.0400951811686808,0.0569034265886012,-0.928411255582446,65.1500030474451,0.356621295928038,-0.217259182955358,-0.215049767535473,0.358059671406974,1.55032432204077e-11,0.349821550784578,0.45851309476462
"Mid","Losers","Blind_HighVsLowPD","Emotions","Sad","High vs Low",44,0.0660630263683473,0.0882197500273941,32,0.0458560333228932,0.0871600227637244,0.992781138429539,67.4207515070517,0.324366407016028,0.230207326057849,0.227866234606413,0.514003268449706,4.3509572750682e-12,0.366306474178575,0.45851309476462
"Mid","Losers","Blind_HighVsLowPD","Emotions","Angry","High vs Low",44,0.0479028832107139,0.0664105236469458,32,0.0413784277163925,0.071362737763946,0.405112538663948,64.0343063065699,0.686745047302838,0.0952076755464389,0.0942394618968141,0.827885792971696,3.05807271941205e-12,0.258115616301534,0.686745047302838
"Mid","Losers","Blind_HighVsLowPD","Emotions","Surprised","High vs Low",44,0.0322127852275723,0.0476077510450848,32,0.0125910796953766,0.018603563222963,2.48541922225319,59.324675368617,0.0157774986136841,0.513171468154934,0.507952775258443,0.0191746983973288,2.60909270944291e-10,1.9000976613087,0.0848605042575188
"Mid","Losers","Blind_HighVsLowPD","Emotions","Scared","High vs Low",44,0.0309956845282072,0.0497475099498621,32,0.0109997717603611,0.0199037654785003,2.41377935150865,59.9815052344461,0.0188578898350042,0.499269930093367,0.494192608770384,0.032222958741845,1.04658820708313e-11,1.70461452900058,0.0848605042575188
"Mid","Losers","Blind_HighVsLowPD","Emotions","Disgusted","High vs Low",44,0.0460297190331908,0.107522641174287,32,0.03548479632938,0.0522039764427722,0.565334682350695,65.8030057343658,0.573768713844332,0.11894411376425,0.117734512607326,0.610116330523887,4.1644034975336e-15,0.268814297028916,0.645489803074873
"Mid","Losers","Blind_HighVsLowPD","Emotions","Valence","High vs Low",44,-0.103043727515415,0.147607341062298,32,-0.0527400162785919,0.119762868158775,-1.63776392776061,73.0523473636086,0.105771616562845,-0.368160811090166,-0.364416802841792,0.437028858596738,1.11860204494445e-07,0.703075600023242,0.294788378831671
"Mid","Losers","Blind_HighVsLowPD","Emotions","Arousal","High vs Low",44,0.352859911039024,0.110066829576979,32,0.33170413525168,0.0852633028357798,0.943743142254933,73.6670323589822,0.348385876783403,0.210663319141584,0.208520980302856,0.524463524722382,0.0673073916423325,0.342057067838957,0.45851309476462
"Mid","Losers","Sighted_HighVsLowPD","Emotions","Neutral","High vs Low",72,0.51317996402301,0.164043092011875,42,0.51476005792661,0.140480488164202,-0.0544010876837237,96.7990116184066,0.956727733551753,-0.0101397630194117,-0.0100717109186103,0.23422640938564,0.0136234168671401,0.205604932716791,0.962278738194257
"Mid","Losers","Sighted_HighVsLowPD","Emotions","Happy","High vs Low",72,0.0340945956453751,0.0606924701147997,42,0.0460915984421051,0.0728768102918238,-0.900190311077559,73.9015468739106,0.370943076527721,-0.183393675538848,-0.182162845501675,0.590832096708874,4.20308832773849e-16,0.305835865689794,0.834621922187371
"Mid","Losers","Sighted_HighVsLowPD","Emotions","Sad","High vs Low",72,0.0545475088287741,0.0691812789995491,42,0.0518908935009897,0.046090952977793,0.24554826297058,109.933788782931,0.806489765958905,0.0430298737108913,0.0427410826121605,0.26763074105433,8.47390921268059e-13,0.209916465995773,0.962278738194257
"Mid","Losers","Sighted_HighVsLowPD","Emotions","Angry","High vs Low",72,0.0613460023361469,0.0995359608234682,42,0.0443497870042087,0.0588387050191217,1.14580312035661,111.964730865022,0.254319688190033,0.195631336899186,0.194318374906574,0.339818625392234,3.72614942623483e-15,0.323061045149828,0.7629590645701
"Mid","Losers","Sighted_HighVsLowPD","Emotions","Surprised","High vs Low",72,0.0671008883172456,0.0799662781396928,42,0.075262830045595,0.116650016191593,-0.401722344745298,63.7916969617107,0.689231100308239,-0.085867902383469,-0.0852916077366001,0.524357430639696,3.4268245895187e-13,0.224125724400593,0.962278738194257
"Mid","Losers","Sighted_HighVsLowPD","Emotions","Scared","High vs Low",72,0.0438463405410276,0.0541504006827578,42,0.0207355992894727,0.0311987930419766,2.8910735989446,111.994430688636,0.00461254215120182,0.491032828026833,0.487737305691082,0.0139716782610196,5.08535984418488e-12,3.42770513983225,0.0415128793608164
"Mid","Losers","Sighted_HighVsLowPD","Emotions","Disgusted","High vs Low",72,0.0445668035643139,0.0726103606357077,42,0.0417060778783007,0.0745734441362116,0.199492829850571,84.0443628459768,0.842359122967266,0.039008962855453,0.0387471577356178,0.767178660429705,2.59697592305725e-16,0.209096387042575,0.962278738194257
"Mid","Losers","Sighted_HighVsLowPD","Emotions","Valence","High vs Low",72,-0.114887770250987,0.144702225550766,42,-0.0726464216407399,0.115388850644734,-1.71335283771908,101.433749613221,0.0897024338340878,-0.313564119864629,-0.31145966268433,0.18889836851633,0.00268431319041882,0.654661612641369,0.403660952253395
